0, 1, 50.5690, 0.01734, 0.64412, 0.99915
1, 1, 50.5740, 0.01697, 0.644, 0.99915
2, 2, 51.2686, 0.01697, 0.64351, 0.99915
3, 2, 51.2686, 0.01673, 0.64302, 0.99915
4, 2, 51.2686, 0.01697, 0.64278, 0.99915
5, 2, 51.2686, 0.01697, 0.6429, 0.99915
6, 2, 51.2686, 0.01673, 0.64302, 0.99915
7, 2, 51.2686, 0.01673, 0.64266, 0.99915
8, 2, 51.2686, 0.0166, 0.64168, 0.99915
9, 2, 51.2686, 0.01685, 0.64266, 0.99915
10, 2, 51.2686, 0.01685, 0.64253, 0.99915
11, 2, 51.2686, 0.01721, 0.64095, 0.99915
12, 2, 51.2686, 0.01685, 0.63912, 0.99915
13, 2, 51.2686, 0.01648, 0.63887, 0.99915
14, 2, 51.2686, 0.01697, 0.6407, 0.99915
15, 2, 51.2686, 0.01709, 0.64107, 0.99915
16, 2, 51.2686, 0.01697, 0.64205, 0.99915
17, 2, 51.2686, 0.01709, 0.64278, 0.99915
18, 2, 51.2686, 0.01721, 0.64376, 0.99915
19, 2, 51.2686, 0.01697, 0.64376, 0.99915
20, 2, 51.2686, 0.01685, 0.64339, 0.99915
21, 2, 51.2686, 0.01697, 0.64314, 0.99915
22, 2, 51.2686, 0.01697, 0.64339, 0.99915
23, 2, 51.2686, 0.01697, 0.64327, 0.99915
24, 2, 51.2686, 0.01697, 0.64327, 0.99915
25, 2, 51.2686, 0.01697, 0.6418, 0.99915
26, 2, 51.2686, 0.01697, 0.64046, 0.99915
27, 2, 51.2686, 0.01673, 0.64034, 0.99915
28, 2, 51.2686, 0.01685, 0.64021, 0.99915
29, 2, 51.2686, 0.01673, 0.64021, 0.99915
30, 2, 51.2686, 0.01709, 0.64131, 0.99915
31, 2, 51.2686, 0.0166, 0.64205, 0.99915
32, 2, 51.2686, 0.0166, 0.64205, 0.99915
33, 2, 51.2686, 0.01697, 0.64229, 0.99915
34, 2, 51.2686, 0.01709, 0.64205, 0.99915
35, 2, 51.2686, 0.01709, 0.64278, 0.99915
36, 2, 51.2686, 0.01709, 0.64241, 0.99915
37, 2, 51.2686, 0.01697, 0.64192, 0.99915
38, 2, 51.2686, 0.01673, 0.64253, 0.99915
39, 2, 51.2686, 0.01673, 0.64376, 0.99915
40, 2, 51.2696, 0.01685, 0.64437, 0.99915
41, 2, 51.2696, 0.01673, 0.64485, 0.99915
42, 2, 51.2696, 0.01673, 0.64449, 0.99915
43, 2, 51.2696, 0.01673, 0.64339, 0.99915
44, 2, 51.2696, 0.01709, 0.6429, 0.99915
45, 2, 51.2696, 0.01697, 0.64144, 0.99915
46, 2, 51.2696, 0.01709, 0.64009, 0.99915
47, 2, 51.2696, 0.01697, 0.63997, 0.99915
48, 2, 51.2696, 0.0166, 0.64021, 0.99915
49, 2, 51.2696, 0.0166, 0.6396, 0.99915
